time,wind_speed_100m,temperature_2m,surface_pressure
2026-04-30 21:15:00,9.189292792896502,-40.82007473815925,682.1332175024519
2026-04-30 21:30:00,9.08049270164845,-40.7511092850751,682.1906271667483
2026-04-30 21:45:00,8.96541756872304,-40.67430235473659,682.2597349664203
2026-04-30 22:00:00,8.89827877342866,-40.6208557128906,682.3203125
2026-04-30 22:15:00,8.878595407540686,-40.58971551330535,682.3727416461454
2026-04-30 22:30:00,8.865980258618352,-40.56198275594048,682.426035727177
2026-04-30 22:45:00,8.85478524964579,-40.542091475829956,682.47291350712
2026-04-30 23:00:00,8.83936230360714,-40.53447570800779,682.50609375
2026-04-30 23:15:00,8.817263346990819,-40.54271867275236,682.5294264471852
2026-04-30 23:30:00,8.790353591814215,-40.56641330718992,682.54977446347
2026-04-30 23:45:00,8.759454889354936,-40.60400822162626,682.56437587302
2026-05-01 00:00:00,8.725389090890586,-40.653952026367165,682.57046875
