record_id,date,time,available_capacity,sch_total,act_total,rate,ppa_rate,dev,dev_perc,nc_energy,beyond_nc_energy,Overinjection_charges,Underinjection_Charges,Drawl_Charges,total_import,total_export,dev_rtda_import,dev_rtda_export,datetime
2025-04-07-00:00:00,2025-04-07,00:00:00,75.0,0.25,6.559999,387.2,387.2,6.309999,8.413332,6.309999,0.0,24432.316128,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 00:00:00
2025-04-07-00:15:00,2025-04-07,00:15:00,75.0,0.25,2.592,387.2,387.2,2.342,3.12266667,2.342,0.0,9068.224,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 00:15:00
2025-04-07-00:30:00,2025-04-07,00:30:00,75.0,0.25,2.624,387.2,387.2,2.374,3.16533333,2.374,0.0,9192.128,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 00:30:00
2025-04-07-00:45:00,2025-04-07,00:45:00,75.0,7.5,3.04,387.2,387.2,-4.46,-5.94666667,4.46,0.0,0.0,-17269.12,0.0,0.0,0.0,0.0,0.0,2025-04-07 00:45:00
2025-04-07-01:00:00,2025-04-07,01:00:00,75.0,7.5,7.423999,387.2,387.2,-0.076001,-0.10133467,0.076001,0.0,0.0,-294.275872,0.0,0.0,0.0,0.0,0.0,2025-04-07 01:00:00
2025-04-07-01:15:00,2025-04-07,01:15:00,75.0,7.5,7.423999,387.2,387.2,-0.076001,-0.10133467,0.076001,0.0,0.0,-294.275872,0.0,0.0,0.0,0.0,0.0,2025-04-07 01:15:00
2025-04-07-01:30:00,2025-04-07,01:30:00,75.0,7.5,5.984,387.2,387.2,-1.516,-2.02133333,1.516,0.0,0.0,-5869.952,0.0,0.0,0.0,0.0,0.0,2025-04-07 01:30:00
2025-04-07-01:45:00,2025-04-07,01:45:00,75.0,7.5,1.152,387.2,387.2,-6.348,-8.464,6.348,0.0,0.0,-24579.456,0.0,0.0,0.0,0.0,0.0,2025-04-07 01:45:00
2025-04-07-02:00:00,2025-04-07,02:00:00,75.0,7.5,1.216,387.2,387.2,-6.284,-8.37866667,6.284,0.0,0.0,-24331.648,0.0,0.0,0.0,0.0,0.0,2025-04-07 02:00:00
2025-04-07-02:15:00,2025-04-07,02:15:00,75.0,7.5,1.376,387.2,387.2,-6.124,-8.16533333,6.124,0.0,0.0,-23712.128,0.0,0.0,0.0,0.0,0.0,2025-04-07 02:15:00
2025-04-07-02:30:00,2025-04-07,02:30:00,75.0,7.5,1.6,387.2,387.2,-5.9,-7.86666667,5.9,0.0,0.0,-22844.8,0.0,0.0,0.0,0.0,0.0,2025-04-07 02:30:00
2025-04-07-02:45:00,2025-04-07,02:45:00,75.0,7.5,10.752,387.2,387.2,3.252,4.336,3.252,0.0,12591.744,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 02:45:00
2025-04-07-03:00:00,2025-04-07,03:00:00,75.0,7.5,9.088,387.2,387.2,1.588,2.11733333,1.588,0.0,6148.736,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 03:00:00
2025-04-07-03:15:00,2025-04-07,03:15:00,75.0,7.5,5.696,387.2,387.2,-1.804,-2.40533333,1.804,0.0,0.0,-6985.088,0.0,0.0,0.0,0.0,0.0,2025-04-07 03:15:00
2025-04-07-03:30:00,2025-04-07,03:30:00,75.0,7.5,2.336,387.2,387.2,-5.164,-6.88533333,5.164,0.0,0.0,-19995.008,0.0,0.0,0.0,0.0,0.0,2025-04-07 03:30:00
2025-04-07-03:45:00,2025-04-07,03:45:00,75.0,7.5,0.16,387.2,387.2,-7.34,-9.78666667,7.34,0.0,0.0,-28420.48,0.0,0.0,0.0,0.0,0.0,2025-04-07 03:45:00
2025-04-07-04:00:00,2025-04-07,04:00:00,75.0,7.5,0.256,387.2,387.2,-7.244,-9.65866667,7.244,0.0,0.0,-28048.768,0.0,0.0,0.0,0.0,0.0,2025-04-07 04:00:00
2025-04-07-04:15:00,2025-04-07,04:15:00,75.0,7.5,0.384,387.2,387.2,-7.116,-9.488,7.116,0.0,0.0,-27553.152,0.0,0.0,0.0,0.0,0.0,2025-04-07 04:15:00
2025-04-07-04:30:00,2025-04-07,04:30:00,75.0,7.5,0.288,387.2,387.2,-7.212,-9.616,7.212,0.0,0.0,-27924.864,0.0,0.0,0.0,0.0,0.0,2025-04-07 04:30:00
2025-04-07-04:45:00,2025-04-07,04:45:00,75.0,7.5,0.352,387.2,387.2,-7.148,-9.53066667,7.148,0.0,0.0,-27677.056,0.0,0.0,0.0,0.0,0.0,2025-04-07 04:45:00
2025-04-07-05:00:00,2025-04-07,05:00:00,75.0,3.75,0.288,387.2,387.2,-3.462,-4.616,3.462,0.0,0.0,-13404.864,0.0,0.0,0.0,0.0,0.0,2025-04-07 05:00:00
2025-04-07-05:15:00,2025-04-07,05:15:00,75.0,3.75,0.416,387.2,387.2,-3.334,-4.44533333,3.334,0.0,0.0,-12909.248,0.0,0.0,0.0,0.0,0.0,2025-04-07 05:15:00
2025-04-07-05:30:00,2025-04-07,05:30:00,75.0,3.75,0.384,387.2,387.2,-3.366,-4.488,3.366,0.0,0.0,-13033.152,0.0,0.0,0.0,0.0,0.0,2025-04-07 05:30:00
2025-04-07-05:45:00,2025-04-07,05:45:00,75.0,3.75,0.864,387.2,387.2,-2.886,-3.848,2.886,0.0,0.0,-11174.592,0.0,0.0,0.0,0.0,0.0,2025-04-07 05:45:00
2025-04-07-06:00:00,2025-04-07,06:00:00,75.0,19.0,7.904,387.2,387.2,-11.096,-14.79466667,7.5,3.596,0.0,-44356.0832,0.0,0.0,0.0,0.0,0.0,2025-04-07 06:00:00
2025-04-07-06:15:00,2025-04-07,06:15:00,75.0,19.0,7.936,387.2,387.2,-11.064,-14.752,7.5,3.564,0.0,-44219.7888,0.0,0.0,0.0,0.0,0.0,2025-04-07 06:15:00
2025-04-07-06:30:00,2025-04-07,06:30:00,75.0,19.0,7.904,387.2,387.2,-11.096,-14.79466667,7.5,3.596,0.0,-44356.0832,0.0,0.0,0.0,0.0,0.0,2025-04-07 06:30:00
2025-04-07-06:45:00,2025-04-07,06:45:00,75.0,19.0,7.936,387.2,387.2,-11.064,-14.752,7.5,3.564,0.0,-44219.7888,0.0,0.0,0.0,0.0,0.0,2025-04-07 06:45:00
2025-04-07-07:00:00,2025-04-07,07:00:00,75.0,19.0,7.872,387.2,387.2,-11.128,-14.83733333,7.5,3.628,0.0,-44492.3776,0.0,0.0,0.0,0.0,0.0,2025-04-07 07:00:00
2025-04-07-07:15:00,2025-04-07,07:15:00,75.0,19.0,7.936,387.2,387.2,-11.064,-14.752,7.5,3.564,0.0,-44219.7888,0.0,0.0,0.0,0.0,0.0,2025-04-07 07:15:00
2025-04-07-07:30:00,2025-04-07,07:30:00,75.0,30.0,19.008,387.2,387.2,-10.992,-14.656,7.5,3.492,0.0,-43913.1264,0.0,0.0,0.0,0.0,0.0,2025-04-07 07:30:00
2025-04-07-07:45:00,2025-04-07,07:45:00,75.0,30.0,19.84,387.2,387.2,-10.16,-13.54666667,7.5,2.66,0.0,-40369.472,0.0,0.0,0.0,0.0,0.0,2025-04-07 07:45:00
2025-04-07-08:00:00,2025-04-07,08:00:00,75.0,19.0,13.119999,387.2,387.2,-5.880001,-7.84000133,5.880001,0.0,0.0,-22767.363872,0.0,0.0,0.0,0.0,0.0,2025-04-07 08:00:00
2025-04-07-08:15:00,2025-04-07,08:15:00,75.0,19.0,11.648,387.2,387.2,-7.352,-9.80266667,7.352,0.0,0.0,-28466.944,0.0,0.0,0.0,0.0,0.0,2025-04-07 08:15:00
2025-04-07-08:30:00,2025-04-07,08:30:00,75.0,19.0,11.712,387.2,387.2,-7.288,-9.71733333,7.288,0.0,0.0,-28219.136,0.0,0.0,0.0,0.0,0.0,2025-04-07 08:30:00
2025-04-07-08:45:00,2025-04-07,08:45:00,75.0,19.0,11.744,387.2,387.2,-7.256,-9.67466667,7.256,0.0,0.0,-28095.232,0.0,0.0,0.0,0.0,0.0,2025-04-07 08:45:00
2025-04-07-09:00:00,2025-04-07,09:00:00,75.0,22.75,12.768,387.2,387.2,-9.982,-13.30933333,7.5,2.482,0.0,-39611.3344,0.0,0.0,0.0,0.0,0.0,2025-04-07 09:00:00
2025-04-07-09:15:00,2025-04-07,09:15:00,75.0,22.75,14.976,387.2,387.2,-7.774,-10.36533333,7.5,0.274,0.0,-30207.0208,0.0,0.0,0.0,0.0,0.0,2025-04-07 09:15:00
2025-04-07-09:30:00,2025-04-07,09:30:00,75.0,11.25,14.08,387.2,387.2,2.83,3.77333333,2.83,0.0,10957.76,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 09:30:00
2025-04-07-09:45:00,2025-04-07,09:45:00,75.0,11.25,14.944,387.2,387.2,3.694,4.92533333,3.694,0.0,14303.168,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 09:45:00
2025-04-07-10:00:00,2025-04-07,10:00:00,75.0,11.25,15.872,387.2,387.2,4.622,6.16266667,4.622,0.0,17896.384,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 10:00:00
2025-04-07-10:15:00,2025-04-07,10:15:00,75.0,11.25,16.64,387.2,387.2,5.39,7.18666667,5.39,0.0,20870.08,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 10:15:00
2025-04-07-10:30:00,2025-04-07,10:30:00,75.0,11.25,17.248,387.2,387.2,5.998,7.99733333,5.998,0.0,23224.256,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 10:30:00
2025-04-07-10:45:00,2025-04-07,10:45:00,75.0,11.25,17.824,387.2,387.2,6.574,8.76533333,6.574,0.0,25454.528,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 10:45:00
2025-04-07-11:00:00,2025-04-07,11:00:00,75.0,2.5,4.288,387.2,387.2,1.788,2.384,1.788,0.0,6923.136,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 11:00:00
2025-04-07-11:15:00,2025-04-07,11:15:00,75.0,2.5,3.264,387.2,387.2,0.764,1.01866667,0.764,0.0,2958.208,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 11:15:00
2025-04-07-11:30:00,2025-04-07,11:30:00,75.0,2.5,3.264,387.2,387.2,0.764,1.01866667,0.764,0.0,2958.208,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 11:30:00
2025-04-07-11:45:00,2025-04-07,11:45:00,75.0,2.5,3.264,387.2,387.2,0.764,1.01866667,0.764,0.0,2958.208,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 11:45:00
2025-04-07-12:00:00,2025-04-07,12:00:00,75.0,2.5,3.168,387.2,387.2,0.668,0.89066667,0.668,0.0,2586.496,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 12:00:00
2025-04-07-12:15:00,2025-04-07,12:15:00,75.0,2.5,3.328,387.2,387.2,0.828,1.104,0.828,0.0,3206.016,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 12:15:00
2025-04-07-12:30:00,2025-04-07,12:30:00,75.0,6.25,6.944,387.2,387.2,0.694,0.92533333,0.694,0.0,2687.168,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 12:30:00
2025-04-07-12:45:00,2025-04-07,12:45:00,75.0,6.25,9.504,387.2,387.2,3.254,4.33866667,3.254,0.0,12599.488,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 12:45:00
2025-04-07-13:00:00,2025-04-07,13:00:00,75.0,12.5,19.232,387.2,387.2,6.732,8.976,6.732,0.0,26066.304,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 13:00:00
2025-04-07-13:15:00,2025-04-07,13:15:00,75.0,12.5,21.312,387.2,387.2,8.812,11.74933333,7.5,1.312,33612.0576,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 13:15:00
2025-04-07-13:30:00,2025-04-07,13:30:00,75.0,12.5,24.544,387.2,387.2,12.044,16.05866667,7.5,4.544,42108.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 13:30:00
2025-04-07-13:45:00,2025-04-07,13:45:00,75.0,12.5,25.792,387.2,387.2,13.292,17.72266667,7.5,5.792,42108.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 13:45:00
2025-04-07-14:00:00,2025-04-07,14:00:00,75.0,12.5,17.728,387.2,387.2,5.228,6.97066667,5.228,0.0,20242.816,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 14:00:00
2025-04-07-14:15:00,2025-04-07,14:15:00,75.0,12.5,28.416,387.2,387.2,15.916,21.22133333,7.5,8.416,42108.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 14:15:00
2025-04-07-14:30:00,2025-04-07,14:30:00,75.0,12.5,30.72,387.2,387.2,18.22,24.29333333,7.5,10.72,42108.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 14:30:00
2025-04-07-14:45:00,2025-04-07,14:45:00,75.0,12.5,26.495999,387.2,387.2,13.995999,18.661332,7.5,6.495999,42108.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 14:45:00
2025-04-07-15:00:00,2025-04-07,15:00:00,75.0,12.5,28.192,387.2,387.2,15.692,20.92266667,7.5,8.192,42108.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 15:00:00
2025-04-07-15:15:00,2025-04-07,15:15:00,75.0,12.5,29.76,387.2,387.2,17.26,23.01333333,7.5,9.76,42108.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 15:15:00
2025-04-07-15:30:00,2025-04-07,15:30:00,75.0,17.5,23.104,387.2,387.2,5.604,7.472,5.604,0.0,21698.688,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 15:30:00
2025-04-07-15:45:00,2025-04-07,15:45:00,75.0,17.5,19.104,387.2,387.2,1.604,2.13866667,1.604,0.0,6210.688,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 15:45:00
2025-04-07-16:00:00,2025-04-07,16:00:00,75.0,17.25,15.519999,387.2,387.2,-1.730001,-2.306668,1.730001,0.0,0.0,-6698.563872,0.0,0.0,0.0,0.0,0.0,2025-04-07 16:00:00
2025-04-07-16:15:00,2025-04-07,16:15:00,75.0,16.0,17.6,387.2,387.2,1.6,2.13333333,1.6,0.0,6195.2,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 16:15:00
2025-04-07-16:30:00,2025-04-07,16:30:00,75.0,15.0,29.28,387.2,387.2,14.28,19.04,7.5,6.78,42108.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 16:30:00
2025-04-07-16:45:00,2025-04-07,16:45:00,75.0,15.0,33.119999,387.2,387.2,18.119999,24.15999867,7.5,10.619999,42108.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 16:45:00
2025-04-07-17:00:00,2025-04-07,17:00:00,75.0,15.0,37.088,387.2,387.2,22.088,29.45066667,7.5,14.588,42108.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 17:00:00
2025-04-07-17:15:00,2025-04-07,17:15:00,75.0,15.0,41.376,387.2,387.2,26.376,35.168,7.5,18.876,42108.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 17:15:00
2025-04-07-17:30:00,2025-04-07,17:30:00,75.0,10.0,38.112,387.2,387.2,28.112,37.48266667,7.5,20.612,42108.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 17:30:00
2025-04-07-17:45:00,2025-04-07,17:45:00,75.0,10.0,31.36,387.2,387.2,21.36,28.48,7.5,13.86,42108.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 17:45:00
2025-04-07-18:00:00,2025-04-07,18:00:00,75.0,32.5,25.824,387.2,387.2,-6.676,-8.90133333,6.676,0.0,0.0,-25849.472,0.0,0.0,0.0,0.0,0.0,2025-04-07 18:00:00
2025-04-07-18:15:00,2025-04-07,18:15:00,75.0,32.5,25.12,387.2,387.2,-7.38,-9.84,7.38,0.0,0.0,-28575.36,0.0,0.0,0.0,0.0,0.0,2025-04-07 18:15:00
2025-04-07-18:30:00,2025-04-07,18:30:00,75.0,35.0,27.36,387.2,387.2,-7.64,-10.18666667,7.5,0.14,0.0,-29636.288,0.0,0.0,0.0,0.0,0.0,2025-04-07 18:30:00
2025-04-07-18:45:00,2025-04-07,18:45:00,75.0,35.0,27.583999,387.2,387.2,-7.416001,-9.88800133,7.416001,0.0,0.0,-28714.755872,0.0,0.0,0.0,0.0,0.0,2025-04-07 18:45:00
2025-04-07-19:00:00,2025-04-07,19:00:00,75.0,30.0,26.592,387.2,387.2,-3.408,-4.544,3.408,0.0,0.0,-13195.776,0.0,0.0,0.0,0.0,0.0,2025-04-07 19:00:00
2025-04-07-19:15:00,2025-04-07,19:15:00,75.0,30.0,23.584,387.2,387.2,-6.416,-8.55466667,6.416,0.0,0.0,-24842.752,0.0,0.0,0.0,0.0,0.0,2025-04-07 19:15:00
2025-04-07-19:30:00,2025-04-07,19:30:00,75.0,30.0,22.56,387.2,387.2,-7.44,-9.92,7.44,0.0,0.0,-28807.68,0.0,0.0,0.0,0.0,0.0,2025-04-07 19:30:00
2025-04-07-19:45:00,2025-04-07,19:45:00,75.0,30.0,20.16,387.2,387.2,-9.84,-13.12,7.5,2.34,0.0,-39006.528,0.0,0.0,0.0,0.0,0.0,2025-04-07 19:45:00
2025-04-07-20:00:00,2025-04-07,20:00:00,75.0,30.0,19.392,387.2,387.2,-10.608,-14.144,7.5,3.108,0.0,-42277.5936,0.0,0.0,0.0,0.0,0.0,2025-04-07 20:00:00
2025-04-07-20:15:00,2025-04-07,20:15:00,75.0,30.0,19.36,387.2,387.2,-10.64,-14.18666667,7.5,3.14,0.0,-42413.888,0.0,0.0,0.0,0.0,0.0,2025-04-07 20:15:00
2025-04-07-20:30:00,2025-04-07,20:30:00,75.0,32.5,22.208,387.2,387.2,-10.292,-13.72266667,7.5,2.792,0.0,-40931.6864,0.0,0.0,0.0,0.0,0.0,2025-04-07 20:30:00
2025-04-07-20:45:00,2025-04-07,20:45:00,75.0,32.5,22.336,387.2,387.2,-10.164,-13.552,7.5,2.664,0.0,-40386.5088,0.0,0.0,0.0,0.0,0.0,2025-04-07 20:45:00
2025-04-07-21:00:00,2025-04-07,21:00:00,75.0,30.0,19.968,387.2,387.2,-10.032,-13.376,7.5,2.532,0.0,-39824.2944,0.0,0.0,0.0,0.0,0.0,2025-04-07 21:00:00
2025-04-07-21:15:00,2025-04-07,21:15:00,75.0,30.0,19.776,387.2,387.2,-10.224,-13.632,7.5,2.724,0.0,-40642.0608,0.0,0.0,0.0,0.0,0.0,2025-04-07 21:15:00
2025-04-07-21:30:00,2025-04-07,21:30:00,75.0,25.0,15.456,387.2,387.2,-9.544,-12.72533333,7.5,2.044,0.0,-37745.8048,0.0,0.0,0.0,0.0,0.0,2025-04-07 21:30:00
2025-04-07-21:45:00,2025-04-07,21:45:00,75.0,25.0,16.96,387.2,387.2,-8.04,-10.72,7.5,0.54,0.0,-31339.968,0.0,0.0,0.0,0.0,0.0,2025-04-07 21:45:00
2025-04-07-22:00:00,2025-04-07,22:00:00,75.0,7.5,11.104,387.2,387.2,3.604,4.80533333,3.604,0.0,13954.688,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07 22:00:00
2025-04-07-22:15:00,2025-04-07,22:15:00,75.0,7.5,6.016,387.2,387.2,-1.484,-1.97866667,1.484,0.0,0.0,-5746.048,0.0,0.0,0.0,0.0,0.0,2025-04-07 22:15:00
2025-04-07-22:30:00,2025-04-07,22:30:00,75.0,7.5,3.744,387.2,387.2,-3.756,-5.008,3.756,0.0,0.0,-14543.232,0.0,0.0,0.0,0.0,0.0,2025-04-07 22:30:00
2025-04-07-22:45:00,2025-04-07,22:45:00,75.0,7.5,3.84,387.2,387.2,-3.66,-4.88,3.66,0.0,0.0,-14171.52,0.0,0.0,0.0,0.0,0.0,2025-04-07 22:45:00
2025-04-07-23:00:00,2025-04-07,23:00:00,75.0,7.5,3.04,387.2,387.2,-4.46,-5.94666667,4.46,0.0,0.0,-17269.12,0.0,0.0,0.0,0.0,0.0,2025-04-07 23:00:00
2025-04-07-23:15:00,2025-04-07,23:15:00,75.0,7.5,0.768,387.2,387.2,-6.732,-8.976,6.732,0.0,0.0,-26066.304,0.0,0.0,0.0,0.0,0.0,2025-04-07 23:15:00
2025-04-07-23:30:00,2025-04-07,23:30:00,75.0,7.5,0.256,387.2,387.2,-7.244,-9.65866667,7.244,0.0,0.0,-28048.768,0.0,0.0,0.0,0.0,0.0,2025-04-07 23:30:00
2025-04-07-23:45:00,2025-04-07,23:45:00,75.0,7.5,0.256,387.2,387.2,-7.244,-9.65866667,7.244,0.0,0.0,-28048.768,0.0,0.0,0.0,0.0,0.0,2025-04-07 23:45:00
2025-04-08-00:00:00,2025-04-08,00:00:00,75.0,2.5,0.32,387.2,387.2,-2.18,-2.90666667,2.18,0.0,0.0,-8440.96,0.0,0.0,0.0,0.0,0.0,2025-04-08 00:00:00
2025-04-08-00:15:00,2025-04-08,00:15:00,75.0,2.5,0.416,387.2,387.2,-2.084,-2.77866667,2.084,0.0,0.0,-8069.248,0.0,0.0,0.0,0.0,0.0,2025-04-08 00:15:00
2025-04-08-00:30:00,2025-04-08,00:30:00,75.0,7.5,4.928,387.2,387.2,-2.572,-3.42933333,2.572,0.0,0.0,-9958.784,0.0,0.0,0.0,0.0,0.0,2025-04-08 00:30:00
2025-04-08-00:45:00,2025-04-08,00:45:00,75.0,7.5,7.616,387.2,387.2,0.116,0.15466667,0.116,0.0,449.152,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-08 00:45:00
2025-04-08-01:00:00,2025-04-08,01:00:00,75.0,7.5,5.728,387.2,387.2,-1.772,-2.36266667,1.772,0.0,0.0,-6861.184,0.0,0.0,0.0,0.0,0.0,2025-04-08 01:00:00
2025-04-08-01:15:00,2025-04-08,01:15:00,75.0,7.5,0.992,387.2,387.2,-6.508,-8.67733333,6.508,0.0,0.0,-25198.976,0.0,0.0,0.0,0.0,0.0,2025-04-08 01:15:00
2025-04-08-01:30:00,2025-04-08,01:30:00,75.0,7.5,0.0,387.2,387.2,-7.5,-10.0,7.5,0.0,0.0,-29040.0,0.0,0.0,0.0,0.0,0.0,2025-04-08 01:30:00
2025-04-08-01:45:00,2025-04-08,01:45:00,75.0,7.5,3.232,387.2,387.2,-4.268,-5.69066667,4.268,0.0,0.0,-16525.696,0.0,0.0,0.0,0.0,0.0,2025-04-08 01:45:00
2025-04-08-02:00:00,2025-04-08,02:00:00,75.0,7.5,7.904,387.2,387.2,0.404,0.53866667,0.404,0.0,1564.288,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-08 02:00:00
2025-04-08-02:15:00,2025-04-08,02:15:00,75.0,7.5,12.224,387.2,387.2,4.724,6.29866667,4.724,0.0,18291.328,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-08 02:15:00
2025-04-08-02:30:00,2025-04-08,02:30:00,75.0,7.5,11.008,387.2,387.2,3.508,4.67733333,3.508,0.0,13582.976,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-08 02:30:00
2025-04-08-02:45:00,2025-04-08,02:45:00,75.0,7.5,6.656,387.2,387.2,-0.844,-1.12533333,0.844,0.0,0.0,-3267.968,0.0,0.0,0.0,0.0,0.0,2025-04-08 02:45:00
2025-04-08-03:00:00,2025-04-08,03:00:00,75.0,2.5,2.4,387.2,387.2,-0.1,-0.13333333,0.1,0.0,0.0,-387.2,0.0,0.0,0.0,0.0,0.0,2025-04-08 03:00:00
2025-04-08-03:15:00,2025-04-08,03:15:00,75.0,2.5,2.592,387.2,387.2,0.092,0.12266667,0.092,0.0,356.224,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-08 03:15:00
2025-04-08-03:30:00,2025-04-08,03:30:00,75.0,7.5,5.024,387.2,387.2,-2.476,-3.30133333,2.476,0.0,0.0,-9587.072,0.0,0.0,0.0,0.0,0.0,2025-04-08 03:30:00
2025-04-08-03:45:00,2025-04-08,03:45:00,75.0,7.5,7.616,387.2,387.2,0.116,0.15466667,0.116,0.0,449.152,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-08 03:45:00
2025-04-08-04:00:00,2025-04-08,04:00:00,75.0,7.5,7.231999,387.2,387.2,-0.268001,-0.35733467,0.268001,0.0,0.0,-1037.699872,0.0,0.0,0.0,0.0,0.0,2025-04-08 04:00:00
2025-04-08-04:15:00,2025-04-08,04:15:00,75.0,7.5,7.488,387.2,387.2,-0.012,-0.016,0.012,0.0,0.0,-46.464,0.0,0.0,0.0,0.0,0.0,2025-04-08 04:15:00
2025-04-08-04:30:00,2025-04-08,04:30:00,75.0,7.5,7.456,387.2,387.2,-0.044,-0.05866667,0.044,0.0,0.0,-170.368,0.0,0.0,0.0,0.0,0.0,2025-04-08 04:30:00
2025-04-08-04:45:00,2025-04-08,04:45:00,75.0,7.5,4.288,387.2,387.2,-3.212,-4.28266667,3.212,0.0,0.0,-12436.864,0.0,0.0,0.0,0.0,0.0,2025-04-08 04:45:00
2025-04-08-05:00:00,2025-04-08,05:00:00,75.0,7.5,2.624,387.2,387.2,-4.876,-6.50133333,4.876,0.0,0.0,-18879.872,0.0,0.0,0.0,0.0,0.0,2025-04-08 05:00:00
2025-04-08-05:15:00,2025-04-08,05:15:00,75.0,7.5,4.864,387.2,387.2,-2.636,-3.51466667,2.636,0.0,0.0,-10206.592,0.0,0.0,0.0,0.0,0.0,2025-04-08 05:15:00
2025-04-08-05:30:00,2025-04-08,05:30:00,75.0,7.5,1.76,387.2,387.2,-5.74,-7.65333333,5.74,0.0,0.0,-22225.28,0.0,0.0,0.0,0.0,0.0,2025-04-08 05:30:00
2025-04-08-05:45:00,2025-04-08,05:45:00,75.0,7.5,0.096,387.2,387.2,-7.404,-9.872,7.404,0.0,0.0,-28668.288,0.0,0.0,0.0,0.0,0.0,2025-04-08 05:45:00
2025-04-08-06:00:00,2025-04-08,06:00:00,75.0,19.0,8.672,387.2,387.2,-10.328,-13.77066667,7.5,2.828,0.0,-41085.0176,0.0,0.0,0.0,0.0,0.0,2025-04-08 06:00:00
2025-04-08-06:15:00,2025-04-08,06:15:00,75.0,19.0,9.152,387.2,387.2,-9.848,-13.13066667,7.5,2.348,0.0,-39040.6016,0.0,0.0,0.0,0.0,0.0,2025-04-08 06:15:00
2025-04-08-06:30:00,2025-04-08,06:30:00,75.0,19.0,9.184,387.2,387.2,-9.816,-13.088,7.5,2.316,0.0,-38904.3072,0.0,0.0,0.0,0.0,0.0,2025-04-08 06:30:00
2025-04-08-06:45:00,2025-04-08,06:45:00,75.0,19.0,9.184,387.2,387.2,-9.816,-13.088,7.5,2.316,0.0,-38904.3072,0.0,0.0,0.0,0.0,0.0,2025-04-08 06:45:00
2025-04-08-07:00:00,2025-04-08,07:00:00,75.0,19.0,9.152,387.2,387.2,-9.848,-13.13066667,7.5,2.348,0.0,-39040.6016,0.0,0.0,0.0,0.0,0.0,2025-04-08 07:00:00
2025-04-08-07:15:00,2025-04-08,07:15:00,75.0,19.0,9.184,387.2,387.2,-9.816,-13.088,7.5,2.316,0.0,-38904.3072,0.0,0.0,0.0,0.0,0.0,2025-04-08 07:15:00
2025-04-08-07:30:00,2025-04-08,07:30:00,75.0,25.0,13.952,387.2,387.2,-11.048,-14.73066667,7.5,3.548,0.0,-44151.6416,0.0,0.0,0.0,0.0,0.0,2025-04-08 07:30:00
2025-04-08-07:45:00,2025-04-08,07:45:00,75.0,25.0,14.08,387.2,387.2,-10.92,-14.56,7.5,3.42,0.0,-43606.464,0.0,0.0,0.0,0.0,0.0,2025-04-08 07:45:00
