record_id,date,time,available_capacity,sch_total,act_total,rate,ppa_rate,dev,dev_perc,nc_energy,beyond_nc_energy,Overinjection_charges,Underinjection_Charges,Drawl_Charges,total_import,total_export,dev_rtda_import,dev_rtda_export,datetime
2025-05-09-01:45:00,2025-05-09,01:45:00,75.0,18.75,37.856,387.2,387.2,19.106,25.47466667,7.5,11.606,42108.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 01:45:00
2025-05-09-02:00:00,2025-05-09,02:00:00,75.0,18.0,37.152,387.2,387.2,19.152,25.536,7.5,11.652,42108.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 02:00:00
2025-05-09-02:15:00,2025-05-09,02:15:00,75.0,17.25,31.552,387.2,387.2,14.302,19.06933333,7.5,6.802,42108.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 02:15:00
2025-05-09-02:30:00,2025-05-09,02:30:00,75.0,17.0,22.848,387.2,387.2,5.848,7.79733333,5.848,0.0,22643.456,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 02:30:00
2025-05-09-02:45:00,2025-05-09,02:45:00,75.0,16.75,20.16,387.2,387.2,3.41,4.54666667,3.41,0.0,13203.52,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 02:45:00
2025-05-09-03:00:00,2025-05-09,03:00:00,75.0,20.0,17.376,387.2,387.2,-2.624,-3.49866667,2.624,0.0,0.0,-10160.128,0.0,0.0,0.0,0.0,0.0,2025-05-09 03:00:00
2025-05-09-03:15:00,2025-05-09,03:15:00,75.0,19.25,14.688,387.2,387.2,-4.562,-6.08266667,4.562,0.0,0.0,-17664.064,0.0,0.0,0.0,0.0,0.0,2025-05-09 03:15:00
2025-05-09-03:30:00,2025-05-09,03:30:00,75.0,18.5,17.056,387.2,387.2,-1.444,-1.92533333,1.444,0.0,0.0,-5591.168,0.0,0.0,0.0,0.0,0.0,2025-05-09 03:30:00
2025-05-09-03:45:00,2025-05-09,03:45:00,75.0,16.25,27.744,387.2,387.2,11.494,15.32533333,7.5,3.994,42108.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 03:45:00
2025-05-09-04:00:00,2025-05-09,04:00:00,75.0,11.25,32.351999,387.2,387.2,21.101999,28.13599867,7.5,13.601999,42108.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 04:00:00
2025-05-09-04:15:00,2025-05-09,04:15:00,75.0,11.25,34.048,387.2,387.2,22.798,30.39733333,7.5,15.298,42108.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 04:15:00
2025-05-09-04:30:00,2025-05-09,04:30:00,75.0,11.25,31.52,387.2,387.2,20.27,27.02666667,7.5,12.77,42108.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 04:30:00
2025-05-09-04:45:00,2025-05-09,04:45:00,75.0,11.25,26.976,387.2,387.2,15.726,20.968,7.5,8.226,42108.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 04:45:00
2025-05-09-05:00:00,2025-05-09,05:00:00,75.0,10.0,25.6,387.2,387.2,15.6,20.8,7.5,8.1,42108.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 05:00:00
2025-05-09-05:15:00,2025-05-09,05:15:00,75.0,8.75,31.968,387.2,387.2,23.218,30.95733333,7.5,15.718,42108.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 05:15:00
2025-05-09-05:30:00,2025-05-09,05:30:00,75.0,30.0,26.4,387.2,387.2,-3.6,-4.8,3.6,0.0,0.0,-13939.2,0.0,0.0,0.0,0.0,0.0,2025-05-09 05:30:00
2025-05-09-05:45:00,2025-05-09,05:45:00,75.0,30.0,24.768,387.2,387.2,-5.232,-6.976,5.232,0.0,0.0,-20258.304,0.0,0.0,0.0,0.0,0.0,2025-05-09 05:45:00
2025-05-09-06:00:00,2025-05-09,06:00:00,75.0,30.0,30.368,387.2,387.2,0.368,0.49066667,0.368,0.0,1424.896,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 06:00:00
2025-05-09-06:15:00,2025-05-09,06:15:00,75.0,30.0,36.864,387.2,387.2,6.864,9.152,6.864,0.0,26577.408,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 06:15:00
2025-05-09-06:30:00,2025-05-09,06:30:00,75.0,30.0,35.552,387.2,387.2,5.552,7.40266667,5.552,0.0,21497.344,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 06:30:00
2025-05-09-06:45:00,2025-05-09,06:45:00,75.0,30.0,36.448,387.2,387.2,6.448,8.59733333,6.448,0.0,24966.656,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 06:45:00
2025-05-09-07:00:00,2025-05-09,07:00:00,75.0,30.0,23.84,387.2,387.2,-6.16,-8.21333333,6.16,0.0,0.0,-23851.52,0.0,0.0,0.0,0.0,0.0,2025-05-09 07:00:00
2025-05-09-07:15:00,2025-05-09,07:15:00,75.0,30.0,22.24,387.2,387.2,-7.76,-10.34666667,7.5,0.26,0.0,-30147.392,0.0,0.0,0.0,0.0,0.0,2025-05-09 07:15:00
2025-05-09-07:30:00,2025-05-09,07:30:00,75.0,16.0,11.808,387.2,387.2,-4.192,-5.58933333,4.192,0.0,0.0,-16231.424,0.0,0.0,0.0,0.0,0.0,2025-05-09 07:30:00
2025-05-09-07:45:00,2025-05-09,07:45:00,75.0,16.5,5.856,387.2,387.2,-10.644,-14.192,7.5,3.144,0.0,-42430.9248,0.0,0.0,0.0,0.0,0.0,2025-05-09 07:45:00
2025-05-09-08:00:00,2025-05-09,08:00:00,75.0,23.5,8.031999,387.2,387.2,-15.468001,-20.62400133,7.5,7.968001,0.0,-77676.199744,0.0,0.0,0.0,0.0,0.0,2025-05-09 08:00:00
2025-05-09-08:15:00,2025-05-09,08:15:00,75.0,23.5,8.896,387.2,387.2,-14.604,-19.472,7.5,7.104,0.0,-70985.376,0.0,0.0,0.0,0.0,0.0,2025-05-09 08:15:00
2025-05-09-08:30:00,2025-05-09,08:30:00,75.0,12.25,10.56,387.2,387.2,-1.69,-2.25333333,1.69,0.0,0.0,-6543.68,0.0,0.0,0.0,0.0,0.0,2025-05-09 08:30:00
2025-05-09-08:45:00,2025-05-09,08:45:00,75.0,13.0,11.616,387.2,387.2,-1.384,-1.84533333,1.384,0.0,0.0,-5358.848,0.0,0.0,0.0,0.0,0.0,2025-05-09 08:45:00
2025-05-09-09:00:00,2025-05-09,09:00:00,75.0,9.75,13.119999,387.2,387.2,3.369999,4.493332,3.369999,0.0,13048.636128,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 09:00:00
2025-05-09-09:15:00,2025-05-09,09:15:00,75.0,11.0,14.112,387.2,387.2,3.112,4.14933333,3.112,0.0,12049.664,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 09:15:00
2025-05-09-09:30:00,2025-05-09,09:30:00,75.0,11.75,15.296,387.2,387.2,3.546,4.728,3.546,0.0,13730.112,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 09:30:00
2025-05-09-09:45:00,2025-05-09,09:45:00,75.0,12.5,11.456,387.2,387.2,-1.044,-1.392,1.044,0.0,0.0,-4042.368,0.0,0.0,0.0,0.0,0.0,2025-05-09 09:45:00
2025-05-09-10:00:00,2025-05-09,10:00:00,75.0,10.0,11.872,387.2,387.2,1.872,2.496,1.872,0.0,7248.384,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 10:00:00
2025-05-09-10:15:00,2025-05-09,10:15:00,75.0,10.0,20.576,387.2,387.2,10.576,14.10133333,7.5,3.076,39759.2448,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 10:15:00
2025-05-09-10:30:00,2025-05-09,10:30:00,75.0,10.0,15.744,387.2,387.2,5.744,7.65866667,5.744,0.0,22240.768,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 10:30:00
2025-05-09-10:45:00,2025-05-09,10:45:00,75.0,10.0,13.152,387.2,387.2,3.152,4.20266667,3.152,0.0,12204.544,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 10:45:00
2025-05-09-11:00:00,2025-05-09,11:00:00,75.0,11.25,19.328,387.2,387.2,8.078,10.77066667,7.5,0.578,31054.2144,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 11:00:00
2025-05-09-11:15:00,2025-05-09,11:15:00,75.0,11.25,21.824,387.2,387.2,10.574,14.09866667,7.5,3.074,39752.2752,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 11:15:00
2025-05-09-11:30:00,2025-05-09,11:30:00,75.0,15.0,23.2,387.2,387.2,8.2,10.93333333,7.5,0.7,31479.36,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 11:30:00
2025-05-09-11:45:00,2025-05-09,11:45:00,75.0,15.0,22.08,387.2,387.2,7.08,9.44,7.08,0.0,27413.76,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 11:45:00
2025-05-09-12:00:00,2025-05-09,12:00:00,75.0,20.0,21.12,387.2,387.2,1.12,1.49333333,1.12,0.0,4336.64,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 12:00:00
2025-05-09-12:15:00,2025-05-09,12:15:00,75.0,20.0,19.776,387.2,387.2,-0.224,-0.29866667,0.224,0.0,0.0,-867.328,0.0,0.0,0.0,0.0,0.0,2025-05-09 12:15:00
2025-05-09-12:30:00,2025-05-09,12:30:00,75.0,19.25,18.144,387.2,387.2,-1.106,-1.47466667,1.106,0.0,0.0,-4282.432,0.0,0.0,0.0,0.0,0.0,2025-05-09 12:30:00
2025-05-09-12:45:00,2025-05-09,12:45:00,75.0,17.5,16.704,387.2,387.2,-0.796,-1.06133333,0.796,0.0,0.0,-3082.112,0.0,0.0,0.0,0.0,0.0,2025-05-09 12:45:00
2025-05-09-13:00:00,2025-05-09,13:00:00,75.0,21.25,17.792,387.2,387.2,-3.458,-4.61066667,3.458,0.0,0.0,-13389.376,0.0,0.0,0.0,0.0,0.0,2025-05-09 13:00:00
2025-05-09-13:15:00,2025-05-09,13:15:00,75.0,20.5,14.912,387.2,387.2,-5.588,-7.45066667,5.588,0.0,0.0,-21636.736,0.0,0.0,0.0,0.0,0.0,2025-05-09 13:15:00
2025-05-09-13:30:00,2025-05-09,13:30:00,75.0,20.0,18.688,387.2,387.2,-1.312,-1.74933333,1.312,0.0,0.0,-5080.064,0.0,0.0,0.0,0.0,0.0,2025-05-09 13:30:00
2025-05-09-13:45:00,2025-05-09,13:45:00,75.0,20.0,15.68,387.2,387.2,-4.32,-5.76,4.32,0.0,0.0,-16727.04,0.0,0.0,0.0,0.0,0.0,2025-05-09 13:45:00
2025-05-09-14:00:00,2025-05-09,14:00:00,75.0,19.5,21.632,387.2,387.2,2.132,2.84266667,2.132,0.0,8255.104,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 14:00:00
2025-05-09-14:15:00,2025-05-09,14:15:00,75.0,19.25,15.968,387.2,387.2,-3.282,-4.376,3.282,0.0,0.0,-12707.904,0.0,0.0,0.0,0.0,0.0,2025-05-09 14:15:00
2025-05-09-14:30:00,2025-05-09,14:30:00,75.0,18.5,10.016,387.2,387.2,-8.484,-11.312,7.5,0.984,0.0,-33231.0528,0.0,0.0,0.0,0.0,0.0,2025-05-09 14:30:00
2025-05-09-14:45:00,2025-05-09,14:45:00,75.0,17.0,12.832,387.2,387.2,-4.168,-5.55733333,4.168,0.0,0.0,-16138.496,0.0,0.0,0.0,0.0,0.0,2025-05-09 14:45:00
2025-05-09-15:00:00,2025-05-09,15:00:00,75.0,15.75,15.488,387.2,387.2,-0.262,-0.34933333,0.262,0.0,0.0,-1014.464,0.0,0.0,0.0,0.0,0.0,2025-05-09 15:00:00
2025-05-09-15:15:00,2025-05-09,15:15:00,75.0,15.0,13.791999,387.2,387.2,-1.208001,-1.610668,1.208001,0.0,0.0,-4677.379872,0.0,0.0,0.0,0.0,0.0,2025-05-09 15:15:00
2025-05-09-15:30:00,2025-05-09,15:30:00,75.0,15.5,11.584,387.2,387.2,-3.916,-5.22133333,3.916,0.0,0.0,-15162.752,0.0,0.0,0.0,0.0,0.0,2025-05-09 15:30:00
2025-05-09-15:45:00,2025-05-09,15:45:00,75.0,16.25,16.0,387.2,387.2,-0.25,-0.33333333,0.25,0.0,0.0,-968.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 15:45:00
2025-05-09-16:00:00,2025-05-09,16:00:00,75.0,12.5,13.472,387.2,387.2,0.972,1.296,0.972,0.0,3763.584,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 16:00:00
2025-05-09-16:15:00,2025-05-09,16:15:00,75.0,12.0,12.896,387.2,387.2,0.896,1.19466667,0.896,0.0,3469.312,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 16:15:00
2025-05-09-16:30:00,2025-05-09,16:30:00,75.0,11.5,8.96,387.2,387.2,-2.54,-3.38666667,2.54,0.0,0.0,-9834.88,0.0,0.0,0.0,0.0,0.0,2025-05-09 16:30:00
2025-05-09-16:45:00,2025-05-09,16:45:00,75.0,11.25,8.48,387.2,387.2,-2.77,-3.69333333,2.77,0.0,0.0,-10725.44,0.0,0.0,0.0,0.0,0.0,2025-05-09 16:45:00
2025-05-09-17:00:00,2025-05-09,17:00:00,75.0,11.25,11.584,387.2,387.2,0.334,0.44533333,0.334,0.0,1293.248,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 17:00:00
2025-05-09-17:15:00,2025-05-09,17:15:00,75.0,11.25,10.208,387.2,387.2,-1.042,-1.38933333,1.042,0.0,0.0,-4034.624,0.0,0.0,0.0,0.0,0.0,2025-05-09 17:15:00
2025-05-09-17:30:00,2025-05-09,17:30:00,75.0,11.25,9.056,387.2,387.2,-2.194,-2.92533333,2.194,0.0,0.0,-8495.168,0.0,0.0,0.0,0.0,0.0,2025-05-09 17:30:00
2025-05-09-17:45:00,2025-05-09,17:45:00,75.0,11.25,11.936,387.2,387.2,0.686,0.91466667,0.686,0.0,2656.192,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 17:45:00
2025-05-09-18:00:00,2025-05-09,18:00:00,75.0,15.25,13.216,387.2,387.2,-2.034,-2.712,2.034,0.0,0.0,-7875.648,0.0,0.0,0.0,0.0,0.0,2025-05-09 18:00:00
2025-05-09-18:15:00,2025-05-09,18:15:00,75.0,15.25,13.216,387.2,387.2,-2.034,-2.712,2.034,0.0,0.0,-7875.648,0.0,0.0,0.0,0.0,0.0,2025-05-09 18:15:00
2025-05-09-18:30:00,2025-05-09,18:30:00,75.0,17.75,13.568,387.2,387.2,-4.182,-5.576,4.182,0.0,0.0,-16192.704,0.0,0.0,0.0,0.0,0.0,2025-05-09 18:30:00
2025-05-09-18:45:00,2025-05-09,18:45:00,75.0,17.75,14.016,387.2,387.2,-3.734,-4.97866667,3.734,0.0,0.0,-14458.048,0.0,0.0,0.0,0.0,0.0,2025-05-09 18:45:00
2025-05-09-19:00:00,2025-05-09,19:00:00,75.0,20.25,15.424,387.2,387.2,-4.826,-6.43466667,4.826,0.0,0.0,-18686.272,0.0,0.0,0.0,0.0,0.0,2025-05-09 19:00:00
2025-05-09-19:15:00,2025-05-09,19:15:00,75.0,20.25,25.983999,387.2,387.2,5.733999,7.645332,5.733999,0.0,22202.044128,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 19:15:00
2025-05-09-19:30:00,2025-05-09,19:30:00,75.0,22.75,45.824,387.2,387.2,23.074,30.76533333,7.5,15.574,42108.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 19:30:00
2025-05-09-19:45:00,2025-05-09,19:45:00,75.0,22.75,55.648,387.2,387.2,32.898,43.864,7.5,25.398,42108.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 19:45:00
2025-05-09-20:00:00,2025-05-09,20:00:00,75.0,30.0,53.664,387.2,387.2,23.664,31.552,7.5,16.164,42108.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 20:00:00
2025-05-09-20:15:00,2025-05-09,20:15:00,75.0,30.0,42.208,387.2,387.2,12.208,16.27733333,7.5,4.708,42108.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 20:15:00
2025-05-09-20:30:00,2025-05-09,20:30:00,75.0,30.0,34.752,387.2,387.2,4.752,6.336,4.752,0.0,18399.744,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 20:30:00
2025-05-09-20:45:00,2025-05-09,20:45:00,75.0,30.0,28.224,387.2,387.2,-1.776,-2.368,1.776,0.0,0.0,-6876.672,0.0,0.0,0.0,0.0,0.0,2025-05-09 20:45:00
2025-05-09-21:00:00,2025-05-09,21:00:00,75.0,40.0,32.192,387.2,387.2,-7.808,-10.41066667,7.5,0.308,0.0,-30351.8336,0.0,0.0,0.0,0.0,0.0,2025-05-09 21:00:00
2025-05-09-21:15:00,2025-05-09,21:15:00,75.0,40.0,32.095999,387.2,387.2,-7.904001,-10.538668,7.5,0.404001,0.0,-30760.7210592,0.0,0.0,0.0,0.0,0.0,2025-05-09 21:15:00
2025-05-09-21:30:00,2025-05-09,21:30:00,75.0,37.5,29.952,387.2,387.2,-7.548,-10.064,7.5,0.048,0.0,-29244.4416,0.0,0.0,0.0,0.0,0.0,2025-05-09 21:30:00
2025-05-09-21:45:00,2025-05-09,21:45:00,75.0,37.5,30.239999,387.2,387.2,-7.260001,-9.68000133,7.260001,0.0,0.0,-28110.723872,0.0,0.0,0.0,0.0,0.0,2025-05-09 21:45:00
2025-05-09-22:00:00,2025-05-09,22:00:00,75.0,37.5,30.272,387.2,387.2,-7.228,-9.63733333,7.228,0.0,0.0,-27986.816,0.0,0.0,0.0,0.0,0.0,2025-05-09 22:00:00
2025-05-09-22:15:00,2025-05-09,22:15:00,75.0,36.25,30.239999,387.2,387.2,-6.010001,-8.01333467,6.010001,0.0,0.0,-23270.723872,0.0,0.0,0.0,0.0,0.0,2025-05-09 22:15:00
2025-05-09-22:30:00,2025-05-09,22:30:00,75.0,22.75,28.96,387.2,387.2,6.21,8.28,6.21,0.0,24045.12,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 22:30:00
2025-05-09-22:45:00,2025-05-09,22:45:00,75.0,22.75,32.192,387.2,387.2,9.442,12.58933333,7.5,1.942,35807.4816,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 22:45:00
2025-05-09-23:00:00,2025-05-09,23:00:00,75.0,22.75,34.24,387.2,387.2,11.49,15.32,7.5,3.99,42108.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 23:00:00
2025-05-09-23:15:00,2025-05-09,23:15:00,75.0,22.75,33.888,387.2,387.2,11.138,14.85066667,7.5,3.638,41717.7024,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 23:15:00
2025-05-09-23:30:00,2025-05-09,23:30:00,75.0,22.75,33.984,387.2,387.2,11.234,14.97866667,7.5,3.734,42052.2432,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 23:30:00
2025-05-09-23:45:00,2025-05-09,23:45:00,75.0,22.75,33.119999,387.2,387.2,10.369999,13.82666533,7.5,2.869999,39041.3725152,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-09 23:45:00
2025-05-10-00:00:00,2025-05-10,00:00:00,75.0,21.25,27.168,387.2,387.2,5.918,7.89066667,5.918,0.0,22914.496,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-10 00:00:00
2025-05-10-00:15:00,2025-05-10,00:15:00,75.0,21.25,26.976,387.2,387.2,5.726,7.63466667,5.726,0.0,22171.072,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-10 00:15:00
2025-05-10-00:30:00,2025-05-10,00:30:00,75.0,20.0,23.936,387.2,387.2,3.936,5.248,3.936,0.0,15240.192,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-10 00:30:00
2025-05-10-00:45:00,2025-05-10,00:45:00,75.0,27.5,14.976,387.2,387.2,-12.524,-16.69866667,7.5,5.024,0.0,-54877.856,0.0,0.0,0.0,0.0,0.0,2025-05-10 00:45:00
2025-05-10-01:00:00,2025-05-10,01:00:00,75.0,27.0,10.624,387.2,387.2,-16.376,-21.83466667,7.5,8.876,0.0,-84707.744,0.0,0.0,0.0,0.0,0.0,2025-05-10 01:00:00
2025-05-10-01:15:00,2025-05-10,01:15:00,75.0,20.0,12.256,387.2,387.2,-7.744,-10.32533333,7.5,0.244,0.0,-30079.2448,0.0,0.0,0.0,0.0,0.0,2025-05-10 01:15:00
2025-05-10-01:30:00,2025-05-10,01:30:00,75.0,20.0,9.088,387.2,387.2,-10.912,-14.54933333,7.5,3.412,0.0,-43572.3904,0.0,0.0,0.0,0.0,0.0,2025-05-10 01:30:00
2025-05-10-01:45:00,2025-05-10,01:45:00,75.0,20.0,7.808,387.2,387.2,-12.192,-16.256,7.5,4.692,0.0,-52306.848,0.0,0.0,0.0,0.0,0.0,2025-05-10 01:45:00
2025-05-10-02:00:00,2025-05-10,02:00:00,75.0,7.5,6.559999,387.2,387.2,-0.940001,-1.25333467,0.940001,0.0,0.0,-3639.683872,0.0,0.0,0.0,0.0,0.0,2025-05-10 02:00:00
2025-05-10-02:15:00,2025-05-10,02:15:00,75.0,7.5,6.208,387.2,387.2,-1.292,-1.72266667,1.292,0.0,0.0,-5002.624,0.0,0.0,0.0,0.0,0.0,2025-05-10 02:15:00
2025-05-10-02:30:00,2025-05-10,02:30:00,75.0,1.25,2.24,387.2,387.2,0.99,1.32,0.99,0.0,3833.28,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-10 02:30:00
2025-05-10-02:45:00,2025-05-10,02:45:00,75.0,1.25,1.216,387.2,387.2,-0.034,-0.04533333,0.034,0.0,0.0,-131.648,0.0,0.0,0.0,0.0,0.0,2025-05-10 02:45:00
2025-05-10-03:00:00,2025-05-10,03:00:00,75.0,1.25,1.216,387.2,387.2,-0.034,-0.04533333,0.034,0.0,0.0,-131.648,0.0,0.0,0.0,0.0,0.0,2025-05-10 03:00:00
2025-05-10-03:15:00,2025-05-10,03:15:00,75.0,1.25,1.216,387.2,387.2,-0.034,-0.04533333,0.034,0.0,0.0,-131.648,0.0,0.0,0.0,0.0,0.0,2025-05-10 03:15:00
2025-05-10-03:30:00,2025-05-10,03:30:00,75.0,1.25,1.216,387.2,387.2,-0.034,-0.04533333,0.034,0.0,0.0,-131.648,0.0,0.0,0.0,0.0,0.0,2025-05-10 03:30:00
2025-05-10-03:45:00,2025-05-10,03:45:00,75.0,1.25,1.376,387.2,387.2,0.126,0.168,0.126,0.0,487.872,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-10 03:45:00
2025-05-10-04:00:00,2025-05-10,04:00:00,75.0,1.25,1.376,387.2,387.2,0.126,0.168,0.126,0.0,487.872,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-10 04:00:00
2025-05-10-04:15:00,2025-05-10,04:15:00,75.0,1.25,2.336,387.2,387.2,1.086,1.448,1.086,0.0,4204.992,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-10 04:15:00
2025-05-10-04:30:00,2025-05-10,04:30:00,75.0,1.25,5.024,387.2,387.2,3.774,5.032,3.774,0.0,14612.928,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-10 04:30:00
2025-05-10-04:45:00,2025-05-10,04:45:00,75.0,1.25,6.528,387.2,387.2,5.278,7.03733333,5.278,0.0,20436.416,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-10 04:45:00
2025-05-10-05:00:00,2025-05-10,05:00:00,75.0,1.25,4.672,387.2,387.2,3.422,4.56266667,3.422,0.0,13249.984,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-10 05:00:00
2025-05-10-05:15:00,2025-05-10,05:15:00,75.0,1.25,6.816,387.2,387.2,5.566,7.42133333,5.566,0.0,21551.552,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-10 05:15:00
2025-05-10-05:30:00,2025-05-10,05:30:00,75.0,28.75,20.928,387.2,387.2,-7.822,-10.42933333,7.5,0.322,0.0,-30411.4624,0.0,0.0,0.0,0.0,0.0,2025-05-10 05:30:00
2025-05-10-05:45:00,2025-05-10,05:45:00,75.0,28.75,21.024,387.2,387.2,-7.726,-10.30133333,7.5,0.226,0.0,-30002.5792,0.0,0.0,0.0,0.0,0.0,2025-05-10 05:45:00
2025-05-10-06:00:00,2025-05-10,06:00:00,75.0,28.75,21.056,387.2,387.2,-7.694,-10.25866667,7.5,0.194,0.0,-29866.2848,0.0,0.0,0.0,0.0,0.0,2025-05-10 06:00:00
2025-05-10-06:15:00,2025-05-10,06:15:00,75.0,28.75,21.12,387.2,387.2,-7.63,-10.17333333,7.5,0.13,0.0,-29593.696,0.0,0.0,0.0,0.0,0.0,2025-05-10 06:15:00
2025-05-10-06:30:00,2025-05-10,06:30:00,75.0,28.75,21.056,387.2,387.2,-7.694,-10.25866667,7.5,0.194,0.0,-29866.2848,0.0,0.0,0.0,0.0,0.0,2025-05-10 06:30:00
2025-05-10-06:45:00,2025-05-10,06:45:00,75.0,28.75,20.96,387.2,387.2,-7.79,-10.38666667,7.5,0.29,0.0,-30275.168,0.0,0.0,0.0,0.0,0.0,2025-05-10 06:45:00
2025-05-10-07:00:00,2025-05-10,07:00:00,75.0,28.75,21.056,387.2,387.2,-7.694,-10.25866667,7.5,0.194,0.0,-29866.2848,0.0,0.0,0.0,0.0,0.0,2025-05-10 07:00:00
2025-05-10-07:15:00,2025-05-10,07:15:00,75.0,28.75,20.8,387.2,387.2,-7.95,-10.6,7.5,0.45,0.0,-30956.64,0.0,0.0,0.0,0.0,0.0,2025-05-10 07:15:00
2025-05-10-07:30:00,2025-05-10,07:30:00,75.0,8.5,7.808,387.2,387.2,-0.692,-0.92266667,0.692,0.0,0.0,-2679.424,0.0,0.0,0.0,0.0,0.0,2025-05-10 07:30:00
2025-05-10-07:45:00,2025-05-10,07:45:00,75.0,9.75,7.808,387.2,387.2,-1.942,-2.58933333,1.942,0.0,0.0,-7519.424,0.0,0.0,0.0,0.0,0.0,2025-05-10 07:45:00
2025-05-10-08:00:00,2025-05-10,08:00:00,75.0,10.5,7.872,387.2,387.2,-2.628,-3.504,2.628,0.0,0.0,-10175.616,0.0,0.0,0.0,0.0,0.0,2025-05-10 08:00:00
2025-05-10-08:15:00,2025-05-10,08:15:00,75.0,11.25,5.824,387.2,387.2,-5.426,-7.23466667,5.426,0.0,0.0,-21009.472,0.0,0.0,0.0,0.0,0.0,2025-05-10 08:15:00
2025-05-10-08:30:00,2025-05-10,08:30:00,75.0,12.0,7.168,387.2,387.2,-4.832,-6.44266667,4.832,0.0,0.0,-18709.504,0.0,0.0,0.0,0.0,0.0,2025-05-10 08:30:00
2025-05-10-08:45:00,2025-05-10,08:45:00,75.0,12.75,9.024,387.2,387.2,-3.726,-4.968,3.726,0.0,0.0,-14427.072,0.0,0.0,0.0,0.0,0.0,2025-05-10 08:45:00
2025-05-10-09:00:00,2025-05-10,09:00:00,75.0,13.5,9.856,387.2,387.2,-3.644,-4.85866667,3.644,0.0,0.0,-14109.568,0.0,0.0,0.0,0.0,0.0,2025-05-10 09:00:00
2025-05-10-09:15:00,2025-05-10,09:15:00,75.0,14.25,8.864,387.2,387.2,-5.386,-7.18133333,5.386,0.0,0.0,-20854.592,0.0,0.0,0.0,0.0,0.0,2025-05-10 09:15:00
2025-05-10-09:30:00,2025-05-10,09:30:00,75.0,3.75,9.536,387.2,387.2,5.786,7.71466667,5.786,0.0,22403.392,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-10 09:30:00
2025-05-10-09:45:00,2025-05-10,09:45:00,75.0,3.75,5.088,387.2,387.2,1.338,1.784,1.338,0.0,5180.736,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-10 09:45:00
